NID,Time,EventName,DisasterType,Lon,Lat,C_Name,T_Name,Address,situation,TOWN_ID
164006,2016-9-28 15:43,梅姬颱風,roadbed loss,120.423626,23.385713,臺南市,白河區,臺南市白河區玉豐里頂崁頭1鄰2號,路基流失請處理,6700300
164033,2016-9-28 15:40,梅姬颱風,rock fall,120.472652,22.873778,高雄市,旗山區,高雄市旗山區三協里武鹿坑28號,三協里武鹿坑28號附近磚牆倒落路面、大坑巷20號土石滑落，阻礙交通，大坑巷7號土石滑落，雨水流入民宅,6403000
164081,2016-9-28 15:34,梅姬颱風,roadbed loss,121.5599,24.98967,臺北市,文山區,興隆路四段55號門口,籃球大坑洞，深度目測2公分，靠近外側車道,6300800
164144,2016-9-28 15:28,梅姬颱風,roadbed loss,121.5797,25.03348,臺北市,信義區,松山路地標:公車站牌永春高中前方內車道上,永春高中站牌前3個大坑洞(約籃球大、深度15公分),6300200
164170,2016-9-28 15:25,梅姬颱風,slope slump,120.588914,23.418887,嘉義縣,番路鄉,嘉義縣番路鄉,嘉義縣番路鄉4鄰瓦厝仔1號劉逸嬅農路不通,1001016
164186,2016-9-28 15:24,梅姬颱風,roadbed loss,121.5777,25.04981,臺北市,松山區,松山路上(約永春高中前公車站牌的內車道上),有2個大坑洞(約籃球大、深度15公分),6300100
164232,2016-9-28 15:15,梅姬颱風,slope slump,121.296272,23.379526,花蓮縣,卓溪鄉,花蓮縣卓溪鄉卓溪村,農路邊坡坍方,1001513
164328,2016-9-28 15:05,梅姬颱風,roadbed loss,121.5599,24.98967,臺北市,文山區,興隆路四段55號55號前方,直徑30公分大約10公分深的坑洞,6300800
164332,2016-9-28 15:05,梅姬颱風,roadbed loss,120.644035,24.149219,臺中市,南屯區,臺中市南屯區惠中里惠文路588號,臺中市南屯區惠中里惠文路588號民災前路淘空(破洞)長寬30*20公分,6600700
164356,2016-9-28 15:02,梅姬颱風,rock fall,121.067656,24.669005,新竹縣,北埔鄉,新竹縣北埔鄉外坪村觀音仙水前一百公尺處,落石,1000409
164427,2016-9-28 14:53,梅姬颱風,rock fall,120.461412,22.81395,高雄市,旗山區,高雄市旗山區南勝里,旗山區南勝里台29線南下路段土牆崩塌，阻礙南下車道,6403000
164446,2016-9-28 14:50,梅姬颱風,roadbed loss,120.297228,22.691245,高雄市,左營區,高雄市左營區左營大路565號,"左營大路565號前人行道前掏空,用路人危險.",6400300
164503,2016-9-28 14:43,梅姬颱風,rock fall,120.668127,23.002111,高雄市,六龜區,高雄市六龜區,土石崩落，公路無法通行，28日早上有見到怪手在處理，想詢問目前能否通行，請回覆蕭先生(0929095241),6403200
164568,2016-9-28 14:33,梅姬颱風,rock fall,121.063023,24.688423,新竹縣,北埔鄉,新竹縣北埔鄉大林村8鄰二寮神木往大湖路段竹39-1,土石崩塌及樹木傾倒,1000409
164641,2016-9-28 14:24,梅姬颱風,roadbed loss,121.533,25.06211,臺北市,中山區,松江路366號前，中間車道,有一長約15公分，深約5公分左右的坑洞,6300400
164665,2016-9-28 14:22,梅姬颱風,roadbed loss,121.5011,25.1445,臺北市,北投區,大屯路93巷1號旁排水溝的旁邊道路,市民上述地點有共同堆起沙包，地面突起大量的水從旁流出，市民認為有地基流失掏空情形，希望單位前往確認(表示若有疑問可向市民聯繫，並有錄影存證有需要可向市民索取),6301200
164762,2016-9-28 14:10,梅姬颱風,debris flow,120.473232,22.849639,高雄市,旗山區,高雄市旗山區大山里,大山里中寮一路二四之一號清水祖師爺後土石流，大山街68號淹水，大山街42號前樹倒,6403000
164956,2016-9-28 13:49,梅姬颱風,roadbed loss,121.5335,25.06383,臺北市,中山區,松江路364號,有2個坑洞(一個約20cm大小、深約5-10cm，另一個約10cm大小，深度無法提供),6300400
165008,2016-9-28 13:43,梅姬颱風,roadbed loss,120.290975,22.674971,高雄市,左營區,高雄市左營區城峰路東門路大義國中旁邊,城峰路東門路大義國中旁邊有地層下陷.,6400300
165050,2016-9-28 13:37,梅姬颱風,road blockage,120.582117,23.564473,嘉義縣,梅山鄉,嘉義縣梅山鄉半天村4鄰村道,1.落石影響交通安全2.村長已請村民移至路旁,1001015
165163,2016-9-28 13:27,梅姬颱風,rock fall,121.747484,24.42378,宜蘭縣,南澳鄉,宜蘭縣南澳鄉金洋村,土石崩落,1000212
165221,2016-9-28 13:22,梅姬颱風,roadbed loss,120.562944,22.98661,高雄市,杉林區,高雄市杉林區,高129線4.1K道路下陷無法通行,6403400
165236,2016-9-28 13:21,梅姬颱風,rock fall,121.781173,24.481974,宜蘭縣,南澳鄉,宜蘭縣南澳鄉金岳村,有落石及路樹倒塌,1000212
165303,2016-9-28 13:13,梅姬颱風,slope slump,120.642512,23.408435,嘉義縣,番路鄉,嘉義縣番路鄉公興村,"嘉義縣番路鄉公興村龍美地區,腦寮地區農路不通.",1001016
165317,2016-9-28 13:12,梅姬颱風,slope slump,120.561803,22.905842,高雄市,美濃區,高雄市美濃區成功路380巷49-1號,擋土牆崩落，阻擋水路、道路,6403100
165344,2016-9-28 13:09,梅姬颱風,rock fall,120.517392,23.356984,嘉義縣,中埔鄉,嘉義縣中埔鄉三層村105號,土石崩落交通受阻停電,1001013
165354,2016-9-28 13:08,梅姬颱風,rock fall,121.5438,25.17561,臺北市,北投區,北投區竹仔湖路產業道路2+500處邊坡土石滑落，妨礙交通,北投區竹仔湖路產業道路2+500處邊坡土石滑落，妨礙交通,6301200
165371,2016-9-28 13:06,梅姬颱風,slope slump,120.636302,23.417099,嘉義縣,番路鄉,嘉義縣番路鄉公興村6鄰,嘉義縣番路鄉公興村5鄰通往6鄰東竹湖村里道路不通,1001016
165393,2016-9-28 13:03,梅姬颱風,debris flow,120.47234,22.875912,高雄市,旗山區,高雄市旗山區,壹電視、中天電視報導旗山區土石流壓民宅受困請查明回報,6403000
165413,2016-9-28 13:02,梅姬颱風,rock fall,120.492271,22.893076,高雄市,旗山區,高雄市旗山區東平里竹寮巷,東平里竹寮巷多處山壁坍方,6403000
165415,2016-9-28 13:02,梅姬颱風,slope slump,120.726137,22.765472,屏東縣,霧臺鄉,屏東縣霧臺鄉佳暮村,佳暮原鄉聯絡道路上方土石崩塌,1001327
165447,2016-9-28 12:58,梅姬颱風,rock fall,120.603275,23.445495,嘉義縣,番路鄉,嘉義縣番路鄉觸口村嘉124線,觸口村長前面往觸口替代道路山崩(嘉124線),1001016
165505,2016-9-28 12:52,梅姬颱風,rock fall,121.375455,24.72968,桃園市,復興區,桃園市復興區華陵村中心路148號-道路坍方無法通行,桃園市復興區華陵村中心路148號-道路坍方無法通行(影響戶數:1戶-該路為住戶出入處),6801300
165652,2016-9-28 12:34,梅姬颱風,rock fall,120.447549,22.84274,高雄市,旗山區,高雄市旗山區新光里中寮二路高41線,新光里中寮二路高41線1K+300，1K+500，3K+200,6403000
165709,2016-9-28 12:28,梅姬颱風,roadbed loss,121.5677,25.03317,臺北市,信義區,信義路五段17號信義分局正前方斑馬線上,上述地點有一個大坑洞，坑洞約兩個籃球大坑洞，深度約十公分深，希望局處單位盡快處理，擔心之後有人騎摩托車經過容易跌倒,6300200
165751,2016-9-28 12:23,梅姬颱風,roadbed loss,120.325477,22.604875,高雄市,前鎮區,高雄市前鎮區瑞豐里瑞隆路623號,瑞豐里瑞隆路623號前，大馬路上路面龜裂恐下陷，目前已放三角椎,6400900
165798,2016-9-28 12:16,梅姬颱風,rock fall,120.492118,23.373972,嘉義縣,中埔鄉,嘉義縣中埔鄉三層村官真閂5號,土石崩影響道路交通家裡有2位老人無法出來(家屬正從北部南下)2.會等雨小再派人清理土石，目前老人家一切安全，並已連絡黃先生。3.中埔公所陳聖維先生說預估下午5、6點清理完畢,1001013
165811,2016-9-28 12:15,梅姬颱風,roadbed loss,121.5717,25.03264,臺北市,信義區,信義路五段17號信義分局前方斑馬線上,一個坑洞在側邊馬路上，大小約1個半籃球大，深度約10公分,6300200
165963,2016-9-28 12:01,梅姬颱風,rock fall,120.379185,22.788999,高雄市,燕巢區,高雄市燕巢區東燕里中民路61巷3之22號,淹?民宅,6402100
166134,2016-9-28 11:47,梅姬颱風,rock fall,121.732698,25.129951,基隆市,安樂區,基隆市安樂區崇德路82巷42號,"基隆市安樂區崇德路82巷42號,土石掏空,大樹滑落",1001706
166343,2016-9-28 11:32,梅姬颱風,debris flow,120.372681,22.789307,高雄市,燕巢區,高雄市燕巢區深水里靜合醫院對面,靜合醫院對面4米路旁山壁崩落，土石滑動，請通知報案人,6402100
166381,2016-9-28 11:28,梅姬颱風,slope slump,120.630614,23.547448,嘉義縣,梅山鄉,嘉義縣梅山鄉瑞峰村瑞峰國小南側產業道路上下方坍方,阻斷竹坑溪步道通行,1001015
166438,2016-9-28 11:25,梅姬颱風,rock fall,121.739346,25.113567,基隆市,仁愛區,基隆市仁愛區南榮路200巷4號,對面山坡崩坍，有影響排水之虞。,1001704
166495,2016-9-28 11:22,梅姬颱風,debris flow,121.536856,23.835679,花蓮縣,壽豐鄉,花蓮縣壽豐鄉月眉村,月眉村花193線29K~米棧村花193線46K多處坍方阻礙交通,1001506
166543,2016-9-28 11:19,梅姬颱風,road blockage,120.555844,22.982681,高雄市,杉林區,高雄市杉林區新庄里,新和社區簡易自來水源頭往井子角道路崩塌不能通行,6403400
166547,2016-9-28 11:19,梅姬颱風,rock fall,120.465647,22.880221,高雄市,旗山區,高雄市旗山區三協里台28線27K,旗山區三協里台28線27K處土石滑落佔2車道,6403000
166580,2016-9-28 11:16,梅姬颱風,rock fall,120.461412,22.81395,高雄市,旗山區,高雄市旗山區南勝里台29線,旗山區南勝里台29線往大樹方向土石崩落單向通行,6403000
166646,2016-9-28 11:11,梅姬颱風,road blockage,120.628378,23.588153,嘉義縣,梅山鄉,嘉義縣梅山鄉龍眼村151線後棟,近古坑鄉樟湖村與本鄉交接處多處落石,1001015
166699,2016-9-28 11:08,梅姬颱風,roadbed loss,121.5356,24.99604,臺北市,中正區,"往新店方向，在路燈180-181之間快到師大路，在外側車道，橋面上,地標:水源快速道路",坑洞約70*70cm,6300500
166710,2016-9-28 11:07,梅姬颱風,roadbed loss,121.5343,25.0446,臺北市,大安區,大安區八德路二段16號,路面坑洞,6300300
166734,2016-9-28 11:05,梅姬颱風,rock fall,120.524418,23.462495,嘉義縣,番路鄉,嘉義縣番路鄉新福村五虎寮,嘉126-1五虎寮道路落石多處，影響交通,1001016
166814,2016-9-28 10:59,梅姬颱風,roadbed loss,121.5547,25.0417,臺北市,大安區,忠孝東路4段289號路面坑洞,路面坑洞,6300300
166865,2016-9-28 10:55,梅姬颱風,road blockage,120.621047,23.632997,雲林縣,古坑鄉,雲林縣古坑鄉149縣道32-33阿比加咖啡附近落石,道路落石,1000907
166900,2016-9-28 10:52,梅姬颱風,roadbed loss,121.5281,25.06285,臺北市,中山區,民權東路二段1號前方快車道上,"快車道上有坑洞,長30公分、寬10幾公分、深5公分",6300400
166909,2016-9-28 10:51,梅姬颱風,road blockage,120.620382,23.475119,嘉義縣,番路鄉,嘉義縣番路鄉大湖村5鄰大凹,大湖村5鄰大凹地區村里道路、10鄰火燒?地區村里道路均土石滑落，無法通行。,1001016
169086,2016-9-28 10:50,梅姬颱風,rock fall,121.5711,24.96462,臺北市,文山區,老泉街26巷與45巷，整路,沿路落石掉落影響通行,6300800
166957,2016-9-28 10:48,梅姬颱風,roadbed loss,121.5196,25.06305,臺北市,中山區,民權西路79號前方馬路近斑馬線,路面下陷30*30公分,6300400
166993,2016-9-28 10:45,梅姬颱風,debris flow,120.562944,22.98661,高雄市,杉林區,高雄市杉林區杉林里,白水泉道路土石滑落及竹子倒塌,6403400
167108,2016-9-28 10:39,梅姬颱風,roadbed loss,121.5281,25.06285,臺北市,中山區,民權東路二段1號前,路面坑洞有一公尺長深10幾公分,6300400
167129,2016-9-28 10:38,梅姬颱風,rock fall,120.562944,22.98661,高雄市,杉林區,高雄市杉林區杉林里,普賢靈修院道路土石滑落無法通行,6403400
167160,2016-9-28 10:36,梅姬颱風,road blockage,120.642512,23.408435,嘉義縣,番路鄉,嘉義縣番路鄉公興村,阿里山公路(台18線)34.8K及56K處道路坍方無法通行。42K及50.5K土石流佔據半個路面，另41.8K處不通。,1001016
167240,2016-9-28 10:33,梅姬颱風,road blockage,120.688335,22.669456,屏東縣,瑪家鄉,屏東縣瑪家鄉,涼山村牛角灣溪旁道路有坍方現象無法通行請派員處理,1001328
155572,2016-9-28 10:31,梅姬颱風,slope slump,120.647713,22.709143,屏東縣,瑪家鄉,屏東縣瑪家鄉北葉村,往北葉國小就是瑪家分隊上方道路有邊坡坍方，造成學童上放學交通阻礙危險，請派員處理,1001328
155576,2016-9-28 10:30,梅姬颱風,road blockage,120.802942,22.748021,屏東縣,霧臺鄉,屏東縣霧臺鄉,1.台24線42K處道路落石及樹木斷枝阻斷交通,1001327
167295,2016-9-28 10:28,梅姬颱風,road blockage,120.612632,23.417387,嘉義縣,番路鄉,嘉義縣番路鄉公興村7鄰腦?地區,公興村7鄰台18線往腦?地區村里道路全線無法通車。,1001016
155641,2016-9-28 10:25,梅姬颱風,road blockage,120.639904,23.552859,嘉義縣,梅山鄉,嘉義縣梅山鄉瑞里村166線,沿線多處落石路樹倒伏,1001015
155679,2016-9-28 10:22,梅姬颱風,road blockage,120.573093,23.553221,嘉義縣,梅山鄉,嘉義縣梅山鄉安靖村嘉115線,1.沿線落石路樹倒伏2.村長已先行處理部分災情,1001015
155765,2016-9-28 10:17,梅姬颱風,slope slump,120.622041,23.54346,嘉義縣,梅山鄉,嘉義縣梅山鄉太興村154線泰興岩旁,道路崩塌影響道路通行,1001015
155769,2016-9-28 10:17,梅姬颱風,road blockage,120.647939,22.703441,屏東縣,瑪家鄉,屏東縣瑪家鄉瑪家村,往舊瑪家的北瑪道路多處有落石坍坊，人車無法通行,1001328
155782,2016-9-28 10:16,梅姬颱風,debris flow,120.562944,22.98661,高雄市,杉林區,高雄市杉林區,杉林里高129線(從第四公墓旁)往內灣土石流道路未通,6403400
167379,2016-9-28 10:09,梅姬颱風,slope slump,121.6097,25.05061,臺北市,南港區,忠孝東路七段478巷12號,邊坡落石影響交通,6300900
155918,2016-9-28 10:07,梅姬颱風,rock fall,121.707011,25.144161,基隆市,安樂區,基隆市安樂區,"基隆市安樂區內寮澳底產業道路,快到湖海路涼亭前,有落石狀況",1001706
155929,2016-9-28 10:07,梅姬颱風,rock fall,120.562944,22.98661,高雄市,杉林區,高雄市杉林區集來里,火山橋前(台29線)250公尺處土石滑落,6403400
167436,2016-9-28 10:01,梅姬颱風,rock fall,121.5918,24.96869,臺北市,文山區,指南路38巷37-1號前150公尺土石崩落,指南路38巷37-1號前150公尺土石崩落,6300800
167446,2016-9-28 10:00,梅姬颱風,road blockage,120.629629,23.57383,嘉義縣,梅山鄉,嘉義縣梅山鄉碧湖村162甲線,1.太平往碧湖村沿線落石樹倒2.小車可通行.目前處理中,1001015
156085,2016-9-28 09:57,梅姬颱風,debris flow,120.69137,23.10321,高雄市,六龜區,高雄市六龜區寶來里高133線寶來0K+500沿線,多處土石流,6403200
156091,2016-9-28 09:57,梅姬颱風,rock fall,120.621047,23.632997,雲林縣,古坑鄉,雲林縣古坑鄉牛奶村小坍方,古坑鄉牛奶村小坍方(一萬方)(古坑鄉災害應變中心通報)，影響通行,1000907
156102,2016-9-28 09:56,梅姬颱風,debris flow,120.69137,23.10321,高雄市,六龜區,高雄市六龜區寶來里新寶來溫泉山莊,土石流沖刷至路面，無法通行,6403200
167458,2016-9-28 09:55,梅姬颱風,rock fall,121.060625,24.636007,新竹縣,北埔鄉,新竹縣北埔鄉外坪村6鄰觀音仙水往永茂山莊農路約500公尺處及600公尺處,土石坍塌(大石塊無法移除，樹倒已先行移除),1000409
156178,2016-9-28 09:51,梅姬颱風,slope slump,120.543859,23.072487,臺南市,南化區,臺南市南化區玉山里,臺20線雲山寺前48.5K、50-51K，土石崩落，目前無法通行。,6702500
167484,2016-9-28 09:49,梅姬颱風,roadbed loss,121.5654,25.06665,臺北市,松山區,撫遠街411號前方快車道,100公分長及30公分深坑洞,6300100
156214,2016-9-28 09:48,梅姬颱風,rock fall,120.562944,22.98661,高雄市,杉林區,高雄市杉林區,杉林大橋往內灣方向土石崩落,6403400
156255,2016-9-28 09:45,梅姬颱風,rock fall,120.668127,23.002111,高雄市,六龜區,高雄市六龜區新發里媽祖廟,土砂下移至路面，阻礙通行,6403200
156286,2016-9-28 09:44,梅姬颱風,debris flow,120.392033,22.662365,高雄市,鳥松區,高雄市鳥松區中山西路115號,華美公園後方土石流落,6401800
156388,2016-9-28 09:36,梅姬颱風,slope slump,120.802942,22.748021,屏東縣,霧臺鄉,屏東縣霧臺鄉,1.台24線35.6處土石坍方交通中斷,1001327
156418,2016-9-28 09:34,梅姬颱風,slope slump,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,司馬庫斯聯絡道1K+300.2K+00處土石坍塌及落石,1000412
156419,2016-9-28 09:34,梅姬颱風,debris flow,120.48527,23.322312,臺南市,白河區,臺南市白河區關嶺里172線42.5K,關嶺里172線42.5K,6700300
167548,2016-9-28 09:34,梅姬颱風,roadbed loss,121.5053,25.11692,臺北市,北投區,尊賢街245巷40號前方,路面有一坑洞(不確定大小),6301200
156439,2016-9-28 09:33,梅姬颱風,slope slump,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,竹60縣道29.5K土石坍塌道路中斷,1000412
156451,2016-9-28 09:32,梅姬颱風,roadbed loss,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,竹60縣道比鱗橋往部落方向1.5K處地基塌陷,1000412
156465,2016-9-28 09:31,梅姬颱風,slope slump,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,竹58縣道往上水田方向100公尺處坍方，單向通車,1000412
156481,2016-9-28 09:30,梅姬颱風,rock fall,120.621733,23.464674,嘉義縣,番路鄉,嘉義縣番路鄉大湖村8鄰雙溪地區,大湖村8鄰雙溪地區三處土石滑落，道路無法通行。,1001016
156486,2016-9-28 09:30,梅姬颱風,road blockage,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,竹58縣道2.5K處土石坍塌及落石,1000412
156510,2016-9-28 09:29,梅姬颱風,roadbed loss,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,秀巒村6鄰往錦路泰崗林道1公里路基坍方,1000412
156712,2016-9-28 09:15,梅姬颱風,rock fall,121.678624,25.10527,基隆市,七堵區,基隆市七堵區,泰安產業道路(附近無門牌)邊坡土石滑落影響通行(大約位置：泰安市民農場往上走500公尺處。),1001702
156821,2016-9-28 09:06,梅姬颱風,rock fall,120.465764,22.84847,高雄市,旗山區,高雄市旗山區中寮一路高40線,"旗山區中寮里中寮一路高40線,崑山宮牌樓前約100M至200M,土石坍方,阻斷交通,無法通行",6403000
156884,2016-9-28 09:00,梅姬颱風,road blockage,120.444928,22.78191,高雄市,旗山區,高雄市旗山區南勝里龍文巷42號,旗山區南勝里龍文巷42號房屋淹一半,6403000
156915,2016-9-28 08:57,梅姬颱風,rock fall,120.472632,22.956792,高雄市,內門區,高雄市內門區旗山巷,往實踐大學方向土石崩落機車道無法通行,6403500
157007,2016-9-28 08:48,梅姬颱風,debris flow,120.48527,23.322312,臺南市,白河區,臺南市白河區關嶺里172乙線碧雲寺附近,172乙線碧雲寺附近有落石土坊及樹木倒塌。,6700300
157296,2016-9-28 08:23,梅姬颱風,rock fall,120.48527,23.322312,臺南市,白河區,臺南市白河區關嶺里175線7.5公里處,關嶺里175線7.5公里處土石滑落路面,6700300
157340,2016-9-28 08:20,梅姬颱風,road blockage,120.857308,23.223429,高雄市,桃源區,高雄市桃源區台20線95K,桃源區台20線95公里處道路因土石阻斷封閉,6403700
167790,2016-9-28 08:17,梅姬颱風,rock fall,120.72694,23.715264,南投縣,竹山鎮,南投縣竹山鎮瑞竹里,瑞竹里鯉南路與麻埔農路交接口土石淤積,1000804
157393,2016-9-28 08:15,梅姬颱風,road blockage,120.715776,23.559799,嘉義縣,梅山鄉,嘉義縣梅山鄉太和村162線7K及162甲線49K,道路不通影響交通安全,1001015
167816,2016-9-28 08:14,梅姬颱風,rock fall,121.5556,25.15362,臺北市,士林區,新園街75巷15號號,有土石崩落，請處理,6301100
157418,2016-9-28 08:12,梅姬颱風,road blockage,120.62143,23.556522,嘉義縣,梅山鄉,嘉義縣梅山鄉太平村162甲線及154線,沿線多處落石及路樹倒伏,1001015
157462,2016-9-28 08:10,梅姬颱風,road blockage,120.730852,23.269992,高雄市,那瑪夏區,高雄市那瑪夏區,1、台29線那瑪夏往甲仙段土石崩落造成道路封閉。2、台29線那瑪夏往達卡努瓦里處也因土石崩落造成道路封閉。,6403800
157470,2016-9-28 08:09,梅姬颱風,slope slump,120.759362,24.223842,臺中市,豐原區,臺中市豐原區東陽路清谷巷3號,土石坍方無法通行，且停電,6600900
157487,2016-9-28 08:07,梅姬颱風,slope slump,121.155639,24.083808,南投縣,仁愛鄉,南投縣仁愛鄉大同村,投89線23k處坍方，車輛無法通行。,1000813
157620,2016-9-28 07:53,梅姬颱風,slope slump,120.674164,23.542069,嘉義縣,梅山鄉,嘉義縣梅山鄉瑞里村4鄰及7鄰,村里道路坍方無法通行,1001015
157673,2016-9-28 07:48,梅姬颱風,slope slump,120.420293,22.917692,高雄市,內門區,高雄市內門區內東里,內門區內東里-高182市道過7號橋(30.8K)邊坡土石滑落，道路不通，造成交通中斷。,6403500
157691,2016-9-28 07:47,梅姬颱風,rock fall,120.386914,22.744877,高雄市,大社區,高雄市大社區大同路,"高雄市大社區大同路邊坡土石崩落,已派開口合約廠商處理",6401600
157701,2016-9-28 07:46,梅姬颱風,slope slump,120.662817,22.525366,屏東縣,來義鄉,屏東縣來義鄉義林村發東東附近,本鄉義林村發咚咚附近(二丰圳水源頭)邊坡蛇籠遭沖毀長約30公尺河水蔓延至道路,1001330
167906,2016-9-28 07:42,梅姬颱風,roadbed loss,121.4993,25.03622,臺北市,萬華區,三水街西園路口,自來水廠挖洞未補平,6300700
157748,2016-9-28 07:40,梅姬颱風,rock fall,121.127396,24.673475,新竹縣,橫山鄉,新竹縣橫山鄉南昌村4鄰18-2號,新竹縣橫山鄉南昌村薯園道路約3.2KM附近崩塌致道路中斷,1000408
157774,2016-9-28 07:37,梅姬颱風,roadbed loss,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,"石磊道路3k+400處坍方路基完全流失,長度約50公尺,道路中斷人車完全無法通行.影響4個部落150戶居民,約450人.懇請盡速派財政及主計及原住民族行政處等單位前往現勘.",1000412
157806,2016-9-28 07:33,梅姬颱風,rock fall,120.354465,23.052705,臺南市,新化區,臺南市新化區羊林里羊子寮6號,臺南市新化區羊林里羊子寮6號邊坡塌陷致路面,6701800
157844,2016-9-28 07:26,梅姬颱風,road blockage,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,  ==================== 秀巒往田埔方向29公里處，有兩處坍方，人車無法通行 ,1000412
157861,2016-9-28 07:25,梅姬颱風,roadbed loss,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,  ==================== 玉峰往石磊4k處 ,1000412
168011,2016-9-28 06:59,梅姬颱風,slope slump,121.5182,25.14289,臺北市,北投區,泉源路-惇敘工商,惇敘工商至鼎筆橋落石 及路樹傾倒影響通行,6301200
168039,2016-9-28 06:36,梅姬颱風,slope slump,121.5052,25.1386,臺北市,北投區,泉源路十八份產業道路0K+50,落石影響通行,6301200
158104,2016-9-28 06:28,梅姬颱風,debris flow,120.335288,23.036076,臺南市,新化區,臺南市新化區山腳里溪湖靈隱寺,西湖靈隱寺(自168線出入往尖山方向)，有土石掩埋道路，民眾無法出入。,6701800
158193,2016-9-28 05:57,梅姬颱風,rock fall,120.461093,22.832128,高雄市,旗山區,高雄市旗山區新光里13鄰後厝巷13號,里長打電話反映後厝巷後方大片土石崩落,6403000
158260,2016-9-28 04:48,梅姬颱風,rock fall,120.47234,22.875912,高雄市,旗山區,高雄市旗山區竹寮巷,東平里竹寮巷(靠近旗山地景橋處)高113號道路，已經有土石崩落，目前整條道路已經無法通行，請養工處派大型機具予以清通,6403000
158270,2016-9-28 04:40,梅姬颱風,rock fall,120.465764,22.84847,高雄市,旗山區,高雄市旗山區中寮一路,新光里里長陳里長來電表示，里內中寮山地區土石崩落，阻礙交通 ,6403000
158463,2016-9-28 02:10,梅姬颱風,slope slump,120.4601,23.350447,臺南市,白河區,臺南市白河區,民眾電話通報麒麟隧道附近土石崩塌阻路，可通行寬度不足一個車道寬,6700300
158673,2016-9-28 00:42,梅姬颱風,slope slump,120.583363,23.012243,高雄市,杉林區,高雄市杉林區集來里,集來中庄產業道路崩塌,6403400
159479,2016-9-27 22:44,梅姬颱風,debris flow,121.517076,24.094354,花蓮縣,秀林鄉,花蓮縣秀林鄉,依據水保局第8報通報單，秀林鄉25條.光復鄉18條.豐濱鄉16條.鳳林鎮9條，共68條潛勢西劉發佈黃色警戒，秀林鄉富世村2條潛勢溪流紅色警戒，通知鄉鎮公所疏散撤離。,1001511
159565,2016-9-27 22:36,梅姬颱風,roadbed loss,121.340356,24.838134,桃園市,復興區,桃園市復興區三民里17鄰72號,三民里17鄰72號前路基掏空 16:50先行撤離周邊住戶，共4戶14人，後續提報災害復建工程,6801300
160722,2016-9-27 21:00,梅姬颱風,road blockage,120.207184,23.719189,雲林縣,臺西鄉,雲林縣臺西鄉崙豐路與信義路口,路上掉落大量瓦片影響交通安全,1000916
161497,2016-9-27 20:12,梅姬颱風,road blockage,120.937884,24.466097,苗栗縣,泰安鄉,苗栗縣泰安鄉錦水村,一、苗62線萊爾富往文物館延線有小落石。二、泰安觀止往龍山部落延線馬路有樹枝,1000518
161579,2016-9-27 20:07,梅姬颱風,slope slump,121.067656,24.669005,新竹縣,北埔鄉,新竹縣北埔鄉外坪村,竹37線13.5公里處土石坍方,1000409
147018,2016-9-27 19:49,梅姬颱風,debris flow,121.05278,24.680142,新竹縣,北埔鄉,新竹縣北埔鄉南坑村,竹37線冷泉瀑布土石坍方,1000409
147699,2016-9-27 19:03,梅姬颱風,debris flow,121.321936,24.34827,臺中市,和平區,臺中市和平區平等里,平等里中興路一段與武陵路口有土石流發生，已將周邊住戶暫時安置在武陵國民賓館，也已通報谷關工務段搶修。,6602900
147932,2016-9-27 18:46,梅姬颱風,slope slump,120.919624,24.522807,苗栗縣,獅潭鄉,苗栗縣獅潭鄉,苗22線10.5K處道路坍方，阻礙交通,1000517
161920,2016-9-27 18:34,梅姬颱風,rock fall,121.374235,24.695024,桃園市,復興區,桃園市復興區高義里中高義部落,中高義部落下方500公尺處，邊坡坍塌,6801300
148155,2016-9-27 18:30,梅姬颱風,road blockage,121.123572,24.645099,新竹縣,五峰鄉,新竹縣五峰鄉大隘村,大隘村幹事於18：20分通報大隘嵾通往第二公墓道路中斷 請本所處理,1000413
148808,2016-9-27 17:50,梅姬颱風,rock fall,120.886087,24.44461,苗栗縣,大湖鄉,苗栗縣大湖鄉富興村,苗62線3.9公里往清安老街入口處落石，民眾必須從外環通行,1000508
