NID,Time,EventName,DisasterType,Lon,Lat,C_Name,T_Name,Address,situation,TOWN_ID
140890,2016-9-15 07:04,莫蘭蒂颱風,debris flow,121.063654,22.893495,臺東縣,延平鄉,臺東縣延平鄉紅葉村,紅葉村東36縣松楓橋往紅葉部落路段rock fall，目前人車無法通行。,1001413
141229,2016-9-15 07:04,莫蘭蒂颱風,debris flow,121.063654,22.893495,臺東縣,延平鄉,臺東縣延平鄉紅葉村,第二次-紅葉村東36縣瓦剛橋前debris flow，目前人車無法通行,1001413
140902,2016-9-15 06:52,莫蘭蒂颱風,slope slump,120.923553,22.464102,臺東縣,達仁鄉,臺東縣達仁鄉台?村,通往台?路段明隧道坍方聯外道路中斷，已聯絡開口契約廠商處理中,1001415
140905,2016-9-15 06:50,莫蘭蒂颱風,debris flow,121.00756,22.88668,臺東縣,延平鄉,臺東縣延平鄉,桃源村舊鹿鳴，王克強、胡哲瑋、胡文華宅旁debris flow，沖毀道路難以通行，目前水尚從山上流。,1001413
140688,2016-9-15 06:37,莫蘭蒂颱風,road blockage,121.316762,23.433869,花蓮縣,卓溪鄉,花蓮縣卓溪鄉立山村,道路落石,1001513
140695,2016-9-15 06:34,莫蘭蒂颱風,road blockage,121.347337,23.436027,花蓮縣,卓溪鄉,花蓮縣卓溪鄉崙山村,道路有落石,1001513
140702,2016-9-15 06:31,莫蘭蒂颱風,debris flow,121.083342,22.904756,臺東縣,延平鄉,臺東縣延平鄉桃源村11鄰,桃源村二層坪debris flow，無法通行。,1001413
140703,2016-9-15 06:30,莫蘭蒂颱風,slope slump,121.284091,23.298606,花蓮縣,卓溪鄉,花蓮縣卓溪鄉卓清村卓富橋,路邊有落石,1001513
140783,2016-9-15 05:50,莫蘭蒂颱風,debris flow,121.00756,22.88668,臺東縣,延平鄉,臺東縣延平鄉紅葉村2鄰38號,紅葉村2鄰後方rock fall，目前已知2鄰38號房屋已遭沖失。,1001413
140788,2016-9-15 05:48,莫蘭蒂颱風,rock fall,121.063654,22.893495,臺東縣,延平鄉,臺東縣延平鄉紅葉村,紅葉村東36縣松楓橋附近、瓦剛橋前rock fall，目前人車無法通行。,1001413
139855,2016-9-15 03:54,莫蘭蒂颱風,debris flow,120.989953,22.773698,臺東縣,卑南鄉,臺東縣卑南鄉,台東縣卑南鄉初鹿村水源頭3號有debris flow 110受理,1001404
140093,2016-9-15 01:58,莫蘭蒂颱風,rock fall,120.98676,22.579472,臺東縣,太麻里鄉,臺東縣太麻里鄉,大武鄉台九線398.5公里處落石,1001409
140398,2016-9-15 00:07,莫蘭蒂颱風,debris flow,120.989953,22.773698,臺東縣,卑南鄉,臺東縣卑南鄉,卑南鄉鹿鳴橋橋頭土地公廟debris flow,1001404
139613,2016-9-14 23:13,莫蘭蒂颱風,road blockage,120.722322,22.205047,屏東縣,獅子鄉,屏東縣獅子鄉楓林村7鄰16號,"屏東縣獅子鄉楓林村(新路社區)往公墓方向道路土石淤積,排水溝堵住",1001332
139628,2016-9-14 23:04,莫蘭蒂颱風,debris flow,121.240134,22.980742,臺東縣,東河鄉,臺東縣東河鄉加母子灣路段,台11線加母子灣路段有debris flow(110轉報),1001407
139669,2016-9-14 22:34,莫蘭蒂颱風,debris flow,121.602753,23.994927,花蓮縣,花蓮市,花蓮縣花蓮市,依據行政院農委會第9報本縣共計2條debris flow潛勢溪流達紅色警戒，136條debris flow潛勢溪流達黃色警戒。,1001501
139071,2016-9-14 22:17,莫蘭蒂颱風,debris flow,121.046304,22.762829,臺東縣,卑南鄉,臺東縣卑南鄉東興村,水保局發布東縣DF055debris flow紅色警戒，請相關單位針對保全戶作強制疏散撤離。,1001404
139711,2016-9-14 22:17,莫蘭蒂颱風,roadbed loss,120.527235,22.650686,屏東縣,麟洛鄉,屏東縣麟洛鄉麟蹄村中山路158號,屏東縣麟洛鄉麟蹄村中山路158號(麟洛鄉公所)前方馬路出現坑洞，影響交通安全。,1001307
139272,2016-9-14 21:10,莫蘭蒂颱風,rock fall,120.964714,22.527463,臺東縣,太麻里鄉,臺東縣太麻里鄉金崙村,"台9線415.5K處有落石,影響交通",1001409
137865,2016-9-14 19:05,莫蘭蒂颱風,slope slump,120.702816,22.406079,屏東縣,春日鄉,屏東縣春日鄉,公所轉報：古士道路146線7K處土石坍方，道路不通。公所回覆：先請村長封路。,1001331
138187,2016-9-14 18:27,莫蘭蒂颱風,rock fall,120.734014,22.082712,屏東縣,車城鄉,屏東縣車城鄉溫泉村,縣道33k處，有土石掉落，影響交通，請縣府立即處理。,1001323
138334,2016-9-14 18:13,莫蘭蒂颱風,road blockage,120.702816,22.406079,屏東縣,春日鄉,屏東縣春日鄉,屏 146線5K至 7K有3處塌陷 屏 132線 7.5K至 9K有3處塌陷,1001331
138635,2016-9-14 17:36,莫蘭蒂颱風,debris flow,121.403836,23.16949,臺東縣,成功鎮,臺東縣成功鎮忠孝里石傘路,台11 線103.5k道路邊坡土石滑落影響交通,1001402
139483,2016-9-14 16:58,莫蘭蒂颱風,road blockage,121.303825,24.196869,南投縣,仁愛鄉,南投縣仁愛鄉榮興村,台8線9K處落石坍方，交通中斷。,1000813
138762,2016-9-14 16:38,莫蘭蒂颱風,debris flow,120.37299,22.737572,高雄市,大社區,高雄市大社區186甲線往義大4k-4.5k,樹倒，5k-5.5kdebris flow ,6401600
136244,2016-9-14 16:19,莫蘭蒂颱風,debris flow,120.644302,22.315222,屏東縣,獅子鄉,屏東縣獅子鄉南世村,"颱風過境恆春半島,雨勢過大造成南世村上方坡地土石下滑",1001332
136753,2016-9-14 15:25,莫蘭蒂颱風,slope slump,121.178186,23.053806,臺東縣,關山鎮,臺東縣關山鎮電光里東興75號,路癱停電,1001403
136907,2016-9-14 15:08,莫蘭蒂颱風,road blockage,120.802942,22.748021,屏東縣,霧臺鄉,屏東縣霧臺鄉,"台24線約28.5k有落石及樹木倒塌,影響人車通行",1001327
137102,2016-9-14 14:53,莫蘭蒂颱風,road blockage,120.257983,23.029033,臺南市,永康區,臺南市永康區永埔街71號前,前方路面有鐵門,6703100
137293,2016-9-14 14:37,莫蘭蒂颱風,rock fall,121.222787,22.930994,臺東縣,東河鄉,臺東縣東河鄉尚德村11鄰(東23),東23線-1，1.8K處土石塌方，通往東河泰源方向路不通。 ==================== 東23線-1，1.8K處土石塌方，通往東河泰源村方向路不通。 ,1001407
135511,2016-9-14 14:00,莫蘭蒂颱風,road blockage,121.154201,24.063452,南投縣,仁愛鄉,南投縣仁愛鄉大同村,投89線7K處發生debris flow，交通中斷。,1000813
135578,2016-9-14 13:50,莫蘭蒂颱風,rock fall,121.149867,24.053714,南投縣,仁愛鄉,南投縣仁愛鄉大同村,投89線49K處（約土地公廟）有rock fall，目前尚可通行。,1000813
135599,2016-9-14 13:45,莫蘭蒂颱風,roadbed loss,121.428018,23.640716,花蓮縣,光復鄉,花蓮縣光復鄉西富村民治街15號,光復鄉西富村民治街15號附近道路上地基流失，目前已由本所建設課封住該路段，另附近有替代道路可通行。,1001507
135665,2016-9-14 13:35,莫蘭蒂颱風,road blockage,121.526364,23.83963,花蓮縣,壽豐鄉,花蓮縣壽豐鄉,台9丙荖溪橋20公里落石影響交通,1001506
135675,2016-9-14 13:33,莫蘭蒂颱風,rock fall,121.236126,23.179146,花蓮縣,卓溪鄉,花蓮縣卓溪鄉古風村23鄰19號,23鄰21號黃海青住宅後方有rock fall，泥沙流不出去。,1001513
137572,2016-9-14 12:21,莫蘭蒂颱風,slope slump,121.13358,23.980175,南投縣,仁愛鄉,南投縣仁愛鄉大同村,投83線萬大往霧社方向5K處土石坍方，僅小車尚可通行。,1000813
136084,2016-9-14 11:40,莫蘭蒂颱風,rock fall,121.424884,23.385682,臺東縣,長濱鄉,臺東縣長濱鄉三間村20鄰南溪,南溪部落通往20鄰道路有幾處土石坍方,1001408
136087,2016-9-14 11:30,莫蘭蒂颱風,rock fall,121.471067,23.376317,臺東縣,長濱鄉,臺東縣長濱鄉三間村三間屋台11線上,"位於三間屋社區通往大俱來社區間的馬路上,產業道路的土石衝向台11線馬路上",1001408
135264,2016-9-14 11:23,莫蘭蒂颱風,roadbed loss,120.374935,23.004619,臺南市,龍崎區,臺南市龍崎區土崎里土崎高分117右18前60公尺,臺南市龍崎區土崎里土崎高分117右18前60公尺，路基突起掏空影響出入安全,6703000
135268,2016-9-14 11:22,莫蘭蒂颱風,rock fall,121.492309,22.65902,臺東縣,綠島鄉,臺東縣綠島鄉,環島公路(公館至溫泉聚落)多處土石崩塌及海浪侵襲夾帶之沙石及浮木堆環島公路上，俟颱風過後將通知開口契約廠商進行清除工作。,1001411
136093,2016-9-14 11:10,莫蘭蒂颱風,rock fall,121.460874,23.401842,臺東縣,長濱鄉,臺東縣長濱鄉三間村17鄰南溪13號,民宅後方土石坍方,1001408
136095,2016-9-14 11:02,莫蘭蒂颱風,slope slump,121.131606,23.982724,南投縣,仁愛鄉,南投縣仁愛鄉大同村,投83線7K處道路坍方、8K處路樹及電線桿倒塌，交通中斷。,1000813
135320,2016-9-14 10:45,莫蘭蒂颱風,debris flow,121.168529,23.379532,花蓮縣,卓溪鄉,花蓮縣卓溪鄉,卓溪15富里8玉里24秀林27萬榮12瑞穗9豐濱16光復18鳳林9，共計138條debris flow潛勢溪流列黃色警戒,1001513
135327,2016-9-14 10:43,莫蘭蒂颱風,rock fall,121.063654,22.893495,臺東縣,延平鄉,臺東縣延平鄉紅葉村1鄰1號,紅葉村瓦剛橋往桃源村方向道路有土石崩塌情形發生。,1001413
135361,2016-9-14 10:22,莫蘭蒂颱風,rock fall,121.155961,22.915286,臺東縣,延平鄉,臺東縣延平鄉鸞山村1鄰16號,鸞山村上野部落落石崩落，人車因安全考量無法繼續前進，故後段情形無法得知，落石掩蓋整個車道，長約15公尺。,1001413
135039,2016-9-14 09:58,莫蘭蒂颱風,slope slump,121.334338,23.438138,花蓮縣,卓溪鄉,花蓮縣卓溪鄉立山村4鄰34號,"立山村路口往布農部落道路旁,道路坍方。",1001513
135375,2016-9-14 09:07,莫蘭蒂颱風,debris flow,121.238791,23.182178,花蓮縣,卓溪鄉,花蓮縣卓溪鄉古風村石平48-1號,石平部落山邊部份地方崩塌馬路淹水派出所上方有落石,1001513
135113,2016-9-14 08:35,莫蘭蒂颱風,roadbed loss,120.481943,22.666513,屏東縣,屏東市,屏東縣屏東市,屏91線路面凹陷，732-0415-3546，楊先生通報,1001301
135125,2016-9-14 08:21,莫蘭蒂颱風,roadbed loss,121.076892,22.897451,臺東縣,延平鄉,臺東縣延平鄉桃源村12鄰下里1號,桃源村下里部落往鹿鳴橋方向道路，路面坍塌流失。,1001413
135129,2016-9-14 08:17,莫蘭蒂颱風,rock fall,121.063654,22.893495,臺東縣,延平鄉,臺東縣延平鄉紅葉村1鄰1號,紅葉村往紅葉溫泉方向，rock fall,1001413
135007,2016-9-14 07:37,莫蘭蒂颱風,debris flow,121.517076,24.094354,花蓮縣,秀林鄉,花蓮縣秀林鄉,依據水保局第4報，本縣秀林鄉27條，豐濱鄉16條，鳳林鎮9條，光復鄉18條，萬榮鄉12條，瑞穗鄉9條，共計91條處於黃色警戒。,1001511
135014,2016-9-14 07:25,莫蘭蒂颱風,rock fall,121.093776,22.888412,臺東縣,卑南鄉,臺東縣卑南鄉明峰村鹿鳴橋,鹿鳴橋前土石坍方，雙向道路中斷,1001404
134985,2016-9-14 01:58,莫蘭蒂颱風,debris flow,121.441559,23.648785,花蓮縣,光復鄉,花蓮縣光復鄉,依據水保局第4報，本縣秀林鄉27條，豐濱鄉16條，鳳林鎮9條，光復鄉18條，共計70條處於黃色警戒,1001507
136103,2016-9-13 22:50,莫蘭蒂颱風,slope slump,121.031485,23.908477,南投縣,仁愛鄉,南投縣仁愛鄉法治村,投71線11.8K處道路崩塌，僅單線通車。,1000813
134930,2016-9-13 22:38,莫蘭蒂颱風,slope slump,120.47234,22.875912,高雄市,旗山區,高雄市旗山區台28線28.5公里處,台28線28.5公里處泥土坍塌中,6403000
134949,2016-9-13 20:27,莫蘭蒂颱風,debris flow,121.465239,23.746091,花蓮縣,鳳林鎮,花蓮縣鳳林鎮,依據行政院農委會第2報單，本縣秀林鄉27條、光復鄉18條、豐濱鄉16條、鳳林鄉9條共計70條處黃色警戒區域,1001502
134921,2016-9-13 16:37,莫蘭蒂颱風,debris flow,120.799713,23.449567,嘉義縣,阿里山鄉,嘉義縣阿里山鄉,台3號道326.5K處，落石掉落路面僅可單向通車 17:05本縣災害應變中心轉知警察局：臺3線326.5公里處，有落石單向通車；經派遣中埔分局員警進行交通管制，以維安全，並通知第五區養護工程處派員處理。 2.於21:40分第五區養護工程處人員將落石排除完畢。,1001018
134918,2016-9-13 15:37,莫蘭蒂颱風,roadbed loss,120.508094,22.668894,屏東縣,長治鄉,屏東縣長治鄉香楊村長春街一段,"長春街1街50號民宅前路基掏空,已由本所建設課前往處理。",1001306
134915,2016-9-13 12:41,莫蘭蒂颱風,rock fall,120.247613,22.999052,臺南市,永康區,臺南市永康區復興路54巷,擋土牆崩落,6703100
